will_default_next_month,limit_bal,age,pay_0_months_delayed,pay_2_months_delayed,pay_3_months_delayed,pay_4_months_delayed,pay_5_months_delayed,pay_6_months_delayed,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,is_male,education_graduate,education_bachelors,education_hs,martial_status_married,martial_status_single,martial_status_other,pay_0_is_paid_duly,pay_0_was_refunded,pay_2_is_paid_duly,pay_2_was_refunded,pay_3_is_paid_duly,pay_3_was_refunded,pay_4_is_paid_duly,pay_4_was_refunded,pay_5_is_paid_duly,pay_5_was_refunded,pay_6_is_paid_duly,pay_6_was_refunded
0,5910,30,1,2,0,0,0,0,600,50,130,230,340,460,0,130,160,160,330,160,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,9840,31,0,0,0,0,0,0,180,90,130,40,50,0,30,40,40,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,3280,32,0,0,0,2,0,0,2500,2540,3160,3040,3040,3130,150,830,0,110,220,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16400,38,0,0,0,0,0,0,180,90,1210,760,1120,610,90,1210,330,660,30,180,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,2620,40,0,0,0,0,0,0,1150,1170,1220,1260,1280,1340,50,70,70,50,80,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970,40,0,0,0,0,0,0,2030,1990,1820,1650,720,680,70,70,260,30,30,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,37,0,0,0,0,0,0,800,770,720,680,790,160,40,50,40,160,160,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,16400,48,0,0,0,0,0,0,20,210,210,180,30,780,210,40,30,30,780,40,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1640,37,2,2,2,2,2,2,1560,1600,1620,1580,890,870,80,50,0,110,0,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,44,0,0,0,2,2,2,200,50,100,80,90,70,70,100,0,30,0,160,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,5910,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,17060,46,1,2,2,0,0,2,4390,3510,1220,1190,1830,1150,160,0,660,1310,0,160,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,33,0,0,0,0,0,0,180,670,70,70,190,70,670,70,70,190,70,50,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,12470,35,0,0,0,0,0,0,20,490,340,1310,830,1300,490,340,1310,830,1300,1770,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,14440,33,0,0,0,2,0,0,13520,13780,14550,14150,14440,-230,490,980,0,300,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9190,33,2,0,0,0,0,0,100,160,260,350,440,530,70,100,100,100,100,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4270,35,0,0,0,0,0,0,2080,1870,2000,2040,2050,2150,330,160,70,160,130,310,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,31,1,0,0,0,0,0,0,0,0,30,0,30,0,0,30,0,30,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
0,11810,39,1,0,0,0,0,0,0,30,10,50,10,80,30,10,50,10,80,20,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,15420,36,0,0,0,0,0,0,0,0,0,10,10,6740,60,0,10,0,6740,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,10830,29,0,0,0,0,0,0,4350,4460,4500,4650,4710,4810,230,160,220,180,180,180,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7870,42,0,0,0,0,0,0,70,40,10,300,260,250,40,10,300,260,250,20,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,11810,48,0,0,0,0,0,0,20,0,0,410,40,0,0,0,410,40,0,10,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
1,2620,40,2,2,0,0,0,0,2670,2560,2490,2030,950,930,0,120,70,30,30,70,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9190,29,0,0,0,0,0,0,520,330,330,340,330,340,40,40,40,30,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970,38,1,0,3,2,0,0,0,30,30,10,10,10,30,0,0,10,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,7220,44,2,2,0,0,0,2,1130,1100,1150,1190,1270,1280,0,70,70,100,40,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4590,45,0,0,0,0,2,2,1770,1820,1890,2000,2010,2070,100,100,160,70,100,80,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7550,29,0,0,0,0,0,0,770,220,80,4820,4920,5030,180,80,4820,150,150,180,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,11810,30,1,0,0,0,0,0,0,40,780,100,0,920,40,790,100,0,920,280,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,12800,30,0,0,0,0,0,0,5000,5040,4880,4640,4150,5070,170,330,330,160,1640,160,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9190,32,0,0,0,0,0,0,380,420,450,490,500,510,40,40,40,20,20,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10170,32,0,0,0,0,0,0,1370,1390,1050,1110,960,570,100,230,170,30,230,200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16400,33,0,0,0,0,0,0,8680,9020,9350,9510,9700,9910,490,480,340,360,360,430,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7550,39,0,0,0,0,0,0,2370,2290,2170,2120,1990,1880,80,80,70,70,70,70,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,3940,41,0,0,0,0,0,0,0,0,-50,-50,-50,-50,0,50,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,6560,43,0,0,0,0,0,0,330,330,330,340,330,330,330,330,340,330,330,330,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,12800,30,0,0,0,0,0,0,2000,2010,1950,1900,1830,1760,160,80,100,80,70,70,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6560,30,0,0,0,0,0,0,1960,1990,2020,1960,1910,1940,100,90,100,70,70,60,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19690,38,1,2,0,0,0,0,15940,15180,15260,13670,13670,13790,0,500,460,490,490,490,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,45,2,2,3,2,2,0,710,800,780,790,760,850,110,0,30,0,100,70,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4590,48,0,0,0,0,0,0,1350,1400,1460,1530,1590,1620,70,100,100,100,60,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2950,34,0,2,0,0,0,0,10,10,10,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
0,660,44,0,0,0,0,0,0,180,220,260,280,290,310,40,40,30,10,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,45,0,0,0,0,0,0,880,880,880,750,660,380,130,160,40,30,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,35,0,0,0,0,0,0,5080,5010,4410,4470,3860,3530,170,170,330,130,130,130,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11480,33,0,0,0,0,0,0,6160,4640,4690,4760,4360,2810,170,180,200,200,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4920,49,0,0,0,0,0,0,130,170,110,40,70,40,170,30,40,70,40,20,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0,9840,42,0,0,0,0,0,0,3720,3610,3560,3630,3540,3430,180,190,200,230,160,160,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1640,53,0,0,0,0,0,0,1530,1570,1610,1660,660,680,60,70,90,30,20,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12800,58,0,0,0,0,0,0,40,510,0,20,0,0,510,0,20,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,3940,53,0,2,0,0,0,0,60,10,10,20,10,10,0,10,20,0,10,30,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,4590,53,0,0,0,0,0,0,4670,4740,4720,4110,3080,2990,180,190,200,110,110,130,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2620,51,0,0,0,0,0,0,2650,2100,1770,1690,930,920,80,70,60,40,40,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,55,0,0,0,0,0,0,770,810,300,410,1380,1480,60,40,110,980,130,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4590,49,0,0,0,0,0,0,40,10,0,120,0,30,10,0,120,0,30,30,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,10830,50,0,0,0,0,0,0,180,0,0,0,0,10,0,0,0,0,10,10,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,9190,49,2,2,2,0,0,0,940,1030,1000,1100,1130,1170,110,0,120,50,50,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15420,49,0,0,0,0,0,0,110,40,250,220,60,0,40,250,220,60,0,190,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,3280,54,0,0,0,0,0,0,3150,3250,3290,3370,2100,2140,130,110,110,80,80,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,53,0,0,0,0,0,0,4060,4080,4080,3680,3160,3070,200,190,150,120,120,110,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10500,51,0,0,0,0,0,0,280,90,30,30,30,30,90,30,30,30,0,30,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,4270,49,0,0,0,0,0,0,4350,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,1640,53,2,2,2,2,0,0,1350,1380,1420,1390,1420,1520,70,70,0,70,120,190,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17720,50,0,0,0,0,0,0,2190,2190,2180,2200,2190,2220,100,100,100,80,90,110,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,48,0,0,0,0,0,0,1570,1110,1980,1190,30,0,70,70,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4590,48,0,0,0,0,0,0,8160,8090,8190,8310,8490,8370,330,330,300,300,330,330,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,53,0,0,0,0,0,0,940,960,1000,1030,1070,1070,50,50,50,90,50,40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11810,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,13780,45,1,0,0,0,0,0,0,770,950,1150,9610,8120,770,950,1150,9610,0,20,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,11810,51,0,0,0,0,0,0,50,40,230,0,40,0,40,230,0,40,0,60,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,3610,63,0,0,0,0,0,0,10,10,10,10,30,0,10,10,10,30,0,10,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,5580,52,0,0,0,0,0,0,10,100,180,10,250,210,100,100,0,250,210,50,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
0,11480,53,1,0,0,0,0,0,1190,250,190,130,1090,230,250,190,130,1090,230,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
0,7870,56,2,0,0,0,0,0,4390,4550,4660,4700,6600,7080,280,210,160,1970,570,210,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7870,51,0,0,0,0,0,0,20,130,20,20,20,20,130,20,20,20,20,50,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,2620,57,1,0,0,0,0,0,0,80,0,0,0,50,80,0,0,0,50,80,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
0,1970,59,0,0,0,0,0,0,20,20,20,20,20,950,20,20,20,20,950,30,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,7220,53,2,0,0,0,0,0,7230,7340,7320,7060,6920,6910,280,270,260,260,270,220,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16400,54,0,0,0,0,0,0,8540,8320,7860,6560,6070,5540,610,320,220,200,200,160,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,24,0,0,2,0,0,0,520,540,540,330,370,390,80,30,50,30,30,220,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11810,27,3,2,2,0,0,0,8040,8020,5150,2100,2110,290,260,0,90,100,30,40,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9840,53,0,0,0,0,0,0,180,220,260,290,0,50,40,50,30,0,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1970,38,0,0,0,0,0,0,1900,1680,530,0,0,0,70,30,0,0,0,570,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,11810,30,3,2,2,2,2,2,80,80,80,80,80,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,23,0,0,0,0,0,0,1390,1030,860,890,1800,930,60,50,50,30,80,50,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4270,24,0,0,2,0,0,0,1510,1620,1560,1550,1520,10,160,0,60,0,0,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,24,0,0,0,0,0,0,1570,1540,1580,1590,1620,1650,60,60,60,60,60,60,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4920,28,0,0,0,0,0,0,4400,3890,3150,2720,1940,1960,150,350,110,60,60,50,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,24,0,0,0,0,0,0,930,900,930,920,950,910,50,50,50,40,30,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11480,29,0,0,0,0,0,0,920,820,750,690,150,220,70,70,40,340,230,150,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,25,0,0,0,0,0,0,1590,1220,170,280,1660,1580,170,170,280,1580,70,70,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,660,23,0,0,0,2,0,0,440,460,520,530,530,540,40,70,30,20,10,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,23,1,0,0,0,0,0,0,0,0,0,570,530,0,0,0,570,20,30,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
0,5910,26,0,0,0,0,0,0,0,-10,-10,-10,0,150,0,0,0,10,150,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
0,1640,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
1,4920,26,1,2,0,0,0,0,5130,4880,4950,5010,3380,3170,0,200,330,130,130,230,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3940,27,0,0,0,0,0,0,3850,3000,3100,2450,2520,0,110,180,100,110,100,2530,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,27,0,0,0,0,0,0,240,250,20,150,210,110,70,20,150,70,10,110,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1970,24,0,0,0,0,0,0,30,30,220,150,130,20,30,220,30,0,20,330,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,2620,28,1,2,2,0,0,0,1250,1290,1260,1400,2850,1380,70,0,160,50,50,230,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,30,0,0,0,0,0,0,1630,1630,1650,0,0,0,100,70,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1640,25,0,0,2,2,2,0,1460,1490,1590,1610,1580,1610,70,100,50,0,60,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,22,0,0,0,0,0,0,1000,920,480,990,970,980,50,70,540,30,40,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,26,0,0,2,2,0,0,510,590,630,610,610,620,100,60,0,20,20,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,4920,25,0,0,0,0,0,0,1690,1740,3120,1040,860,550,100,1970,70,70,160,200,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,26,1,0,0,0,0,0,0,0,0,70,30,30,0,0,70,30,30,890,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
0,16400,28,0,0,0,0,0,0,1960,1620,1580,1680,1620,1330,1410,100,330,100,100,70,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3940,27,0,0,2,0,0,0,2490,2560,2600,2670,2700,2770,130,110,130,100,110,110,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8530,27,0,0,0,0,0,0,8410,8220,8060,7880,7690,7450,330,300,340,380,260,460,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,23,2,2,2,0,0,0,230,310,300,330,0,0,80,0,30,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,660,24,1,2,0,0,0,0,660,630,580,350,370,0,0,70,130,70,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6560,29,0,0,0,0,0,0,1090,340,1820,1240,1560,1270,390,2420,1240,1560,1270,1620,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,2620,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,5250,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,6560,28,0,2,2,0,0,0,70,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
0,2950,29,0,0,0,0,0,0,2810,2880,2950,2090,800,840,120,120,70,30,70,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,41,1,2,0,0,0,0,330,110,50,10,10,10,0,50,80,10,10,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0,3940,36,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,30,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,16080,35,0,0,0,0,0,0,5120,5110,5120,5230,5190,5380,260,300,620,330,260,200,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9510,38,0,0,0,0,0,0,100,260,100,-200,360,590,260,100,90,590,330,330,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,5250,30,0,0,0,0,0,0,9030,9220,8940,0,0,0,270,310,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,7220,30,2,0,0,0,0,0,2780,2870,2940,2980,3010,3080,160,160,140,130,130,160,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9510,38,0,0,0,0,0,0,3830,3900,3260,2780,2700,2630,160,120,100,90,100,100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11810,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,3940,40,2,2,2,2,2,2,1930,1750,1640,1440,1420,1230,30,100,0,160,0,1020,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11810,30,0,0,0,0,0,0,6360,6460,6010,4700,4450,4550,260,330,180,160,170,230,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2620,33,0,0,0,0,0,0,10,10,10,60,10,10,10,10,60,10,10,10,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,13780,37,0,0,0,0,0,0,130,4910,1860,2540,2600,2430,4930,350,820,100,100,160,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,11810,39,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,7550,45,0,0,0,0,0,0,1360,1390,1450,1500,1530,1570,70,80,80,70,70,70,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1640,46,1,2,2,2,0,0,1700,1740,1690,0,0,0,80,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1970,48,0,0,0,0,0,0,2000,1970,1960,1910,610,1320,80,90,70,40,1330,60,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6560,30,0,0,0,0,0,0,5880,5990,6190,5890,1350,1350,220,330,260,70,70,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15750,30,0,0,0,0,0,0,40,20,20,1070,900,50,20,20,1070,900,50,390,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,11810,32,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,3280,33,2,2,0,0,0,0,3090,2580,2160,2200,2290,2450,0,100,100,130,200,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4920,37,0,0,0,0,0,0,730,360,340,190,100,70,360,340,200,100,70,110,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,660,39,0,0,0,0,0,0,650,50,620,650,500,0,40,670,40,20,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,16400,45,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
0,5910,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,7550,29,0,0,0,0,0,0,1670,1580,1540,1500,1460,1410,60,60,50,50,50,50,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5910,43,0,0,0,0,0,0,190,190,80,340,80,70,190,80,340,80,70,460,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1,1970,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
1,6560,42,1,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,980,28,0,0,0,0,2,0,1260,680,1850,1940,1900,1010,140,1200,140,0,70,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,660,31,0,0,0,2,0,0,150,190,270,90,160,40,40,90,0,160,40,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,3610,41,0,0,0,0,0,0,2660,2650,2660,2650,2640,2560,110,100,90,100,90,90,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2620,41,0,0,0,0,0,0,2980,3060,2660,2650,2070,1320,130,100,90,80,60,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,35,0,0,0,0,0,0,5260,5390,0,0,0,0,260,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,660,35,0,0,0,0,0,0,640,650,650,660,640,650,40,40,40,30,70,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,30,1,2,2,2,2,2,140,170,210,230,260,250,30,50,30,30,0,30,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,48,0,0,0,0,0,0,970,650,800,130,200,0,50,330,130,210,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,4920,34,1,2,2,2,2,2,1730,1780,1830,1850,1800,1930,100,100,70,0,160,100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9190,31,0,0,0,0,0,0,7740,5850,6020,6170,3250,3330,230,260,260,160,130,160,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,33,1,2,0,0,0,0,1680,1550,1590,1580,690,670,0,120,100,80,70,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1640,28,2,2,2,0,0,0,1550,1660,1630,1620,650,1250,150,0,60,30,20,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9190,34,1,0,0,2,0,0,-70,190,260,100,210,160,260,100,0,210,160,10,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,6560,41,0,0,2,0,0,0,3030,2300,2210,2270,2270,2310,220,0,100,80,80,80,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6890,47,0,0,0,0,0,0,210,120,340,290,390,290,120,340,290,390,290,240,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,11810,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
