NotSeriousDlqin2yrs,age,NumberOfDependents,HasHistoryOfLatePayment,HistoricalDebtRatioInLastYear,MaxMonthlyOpenLinesOfCreditGeq5,MaxUtilizationOfUnsecuredLinesGeq10K,MaxMonthlyIncomeGeq5K
1.0,75.0,0.0,0.0,0.117647059,0.0,0.0,0.0
1.0,45.0,0.0,0.0,0.18973306,1.0,0.0,1.0
1.0,46.0,2.0,0.0,0.067314615,1.0,0.0,1.0
1.0,56.0,3.0,0.0,0.040579952,1.0,0.0,1.0
1.0,65.0,1.0,0.0,0.001571204,1.0,0.0,1.0
1.0,49.0,2.0,0.0,0.304316286,1.0,0.0,1.0
1.0,73.0,0.0,0.0,0.150288242,1.0,0.0,1.0
1.0,47.0,3.0,0.0,3.754098361,1.0,0.0,0.0
1.0,60.0,0.0,0.0,0.131182509,1.0,0.0,1.0
1.0,43.0,1.0,0.0,0.5632268779999999,1.0,0.0,1.0
1.0,42.0,2.0,0.0,0.015437113999999997,0.0,0.0,1.0
-1.0,48.0,4.0,1.0,0.360704912,1.0,0.0,1.0
1.0,78.0,0.0,0.0,0.161413199,1.0,0.0,1.0
1.0,75.0,0.0,0.0,0.24237881100000006,1.0,0.0,0.0
1.0,62.0,0.0,0.0,0.40988251,1.0,0.0,1.0
1.0,35.0,0.0,1.0,0.103695532,1.0,0.0,0.0
1.0,87.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,65.0,1.0,0.0,0.312065972,1.0,0.0,0.0
1.0,65.0,0.0,0.0,0.129298303,1.0,0.0,1.0
1.0,87.0,0.0,0.0,0.098987627,1.0,0.0,1.0
1.0,69.0,0.0,1.0,0.533155615,1.0,0.0,0.0
1.0,75.0,0.0,0.0,0.08208742,1.0,0.0,1.0
1.0,37.0,0.0,0.0,0.668848168,1.0,0.0,0.0
1.0,55.0,0.0,0.0,0.650790765,1.0,0.0,1.0
-1.0,26.0,0.0,0.0,0.053982006,0.0,0.0,0.0
1.0,66.0,0.0,0.0,0.7696404790000001,1.0,0.0,1.0
1.0,48.0,1.0,1.0,0.419967794,1.0,0.0,0.0
1.0,41.0,0.0,0.0,0.221981826,1.0,0.0,1.0
1.0,33.0,2.0,0.0,0.654896736,1.0,0.0,0.0
1.0,42.0,0.0,0.0,0.205082078,1.0,0.0,1.0
1.0,43.0,1.0,0.0,0.99580084,1.0,1.0,1.0
1.0,50.0,2.0,0.0,0.257160393,1.0,0.0,1.0
1.0,40.0,1.0,0.0,1.011247188,1.0,0.0,0.0
1.0,42.0,1.0,1.0,0.131843346,0.0,0.0,0.0
1.0,72.0,0.0,0.0,0.338915271,1.0,0.0,0.0
1.0,68.0,0.0,0.0,0.02386327,0.0,0.0,0.0
-1.0,41.0,2.0,0.0,0.638117542,1.0,0.0,1.0
1.0,61.0,0.0,1.0,0.354546159,1.0,0.0,1.0
1.0,31.0,0.0,1.0,0.976038339,1.0,0.0,0.0
1.0,32.0,0.0,1.0,1.289789389,1.0,0.0,0.0
-1.0,36.0,1.0,0.0,0.7566898390000001,1.0,0.0,1.0
1.0,60.0,1.0,0.0,0.277347935,1.0,0.0,1.0
1.0,49.0,0.0,0.0,0.409962582,1.0,0.0,0.0
1.0,46.0,3.0,0.0,0.100988779,0.0,0.0,1.0
1.0,39.0,3.0,0.0,0.20558217,1.0,0.0,0.0
1.0,47.0,1.0,0.0,0.375402733,1.0,0.0,1.0
1.0,44.0,2.0,0.0,0.7027191559999999,1.0,0.0,0.0
1.0,31.0,0.0,0.0,0.208783297,0.0,0.0,0.0
1.0,43.0,7.0,0.0,0.21436763600000006,1.0,0.0,1.0
1.0,58.0,1.0,0.0,0.056763395,0.0,0.0,1.0
1.0,54.0,1.0,0.0,0.240799946,1.0,0.0,1.0
1.0,45.0,0.0,0.0,0.51353215,1.0,0.0,1.0
1.0,61.0,0.0,0.0,0.230994152,1.0,0.0,1.0
1.0,39.0,0.0,0.0,0.752165223,1.0,0.0,0.0
-1.0,43.0,4.0,1.0,0.1736579,0.0,0.0,0.0
-1.0,54.0,2.0,1.0,0.536848895,1.0,0.0,1.0
1.0,46.0,0.0,0.0,0.624563631,1.0,0.0,0.0
-1.0,48.0,2.0,1.0,0.322590515,1.0,0.0,1.0
-1.0,34.0,1.0,0.0,0.273087944,1.0,0.0,0.0
1.0,77.0,0.0,0.0,0.097268488,1.0,0.0,0.0
-1.0,32.0,1.0,1.0,0.387227936,1.0,0.0,0.0
1.0,43.0,0.0,1.0,0.338524317,1.0,0.0,1.0
1.0,64.0,0.0,0.0,0.16822654199999998,1.0,0.0,0.0
-1.0,34.0,1.0,1.0,0.13802383699999998,1.0,0.0,0.0
1.0,58.0,1.0,0.0,0.28158183800000003,1.0,0.0,0.0
1.0,38.0,0.0,0.0,0.240625247,1.0,0.0,1.0
1.0,69.0,1.0,0.0,0.4262147570000001,1.0,0.0,0.0
1.0,68.0,0.0,0.0,0.109344533,1.0,0.0,1.0
1.0,34.0,2.0,0.0,0.288378766,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.134424643,1.0,0.0,1.0
-1.0,37.0,0.0,1.0,0.300225734,1.0,0.0,0.0
1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,45.0,1.0,1.0,0.59744489,1.0,0.0,1.0
1.0,71.0,0.0,1.0,0.167847902,1.0,0.0,1.0
1.0,44.0,0.0,1.0,0.431160552,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.608442099,1.0,0.0,0.0
1.0,40.0,0.0,0.0,1.141216216,1.0,0.0,0.0
1.0,53.0,1.0,1.0,0.32711949100000004,1.0,0.0,1.0
1.0,63.0,0.0,0.0,0.106164697,1.0,0.0,1.0
1.0,54.0,2.0,0.0,0.6461774029999999,1.0,0.0,1.0
1.0,77.0,1.0,0.0,0.601279744,1.0,0.0,1.0
1.0,51.0,0.0,0.0,0.6830586329999999,1.0,0.0,0.0
1.0,51.0,2.0,0.0,0.43871696,1.0,0.0,1.0
1.0,34.0,0.0,0.0,0.416633347,1.0,0.0,0.0
1.0,57.0,2.0,0.0,0.13275469,1.0,0.0,1.0
1.0,82.0,0.0,0.0,0.26994601100000004,1.0,0.0,0.0
1.0,38.0,2.0,0.0,853.0,1.0,0.0,0.0
1.0,34.0,0.0,0.0,0.592973436,1.0,0.0,0.0
1.0,35.0,0.0,1.0,0.472997033,1.0,0.0,0.0
1.0,63.0,1.0,0.0,0.34986005600000003,1.0,0.0,0.0
1.0,63.0,0.0,0.0,0.285071445,1.0,0.0,1.0
1.0,29.0,0.0,0.0,0.095996082,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.269251251,1.0,0.0,1.0
1.0,39.0,1.0,0.0,0.233950774,0.0,0.0,0.0
-1.0,46.0,0.0,1.0,0.278292522,1.0,0.0,1.0
1.0,60.0,0.0,0.0,0.000302939,1.0,0.0,0.0
1.0,63.0,0.0,1.0,0.000765892,0.0,0.0,0.0
1.0,59.0,0.0,1.0,0.2939216,1.0,0.0,1.0
1.0,24.0,0.0,1.0,0.164667067,0.0,0.0,0.0
1.0,77.0,0.0,0.0,0.017982018,1.0,0.0,0.0
-1.0,57.0,2.0,0.0,0.903857837,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.451403888,1.0,0.0,1.0
1.0,35.0,1.0,0.0,0.119376125,1.0,0.0,1.0
1.0,78.0,0.0,0.0,0.006621841999999999,0.0,0.0,1.0
1.0,33.0,4.0,1.0,0.147924942,1.0,0.0,1.0
1.0,49.0,0.0,0.0,0.34683724200000005,1.0,0.0,0.0
1.0,66.0,0.0,0.0,0.25181934300000003,1.0,0.0,1.0
1.0,39.0,0.0,1.0,0.489139693,1.0,0.0,0.0
1.0,64.0,0.0,0.0,0.192023746,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.247616118,1.0,0.0,0.0
1.0,50.0,0.0,0.0,0.473656755,0.0,0.0,0.0
1.0,42.0,0.0,0.0,0.641195627,1.0,0.0,1.0
1.0,48.0,1.0,1.0,0.401397422,1.0,0.0,1.0
1.0,66.0,0.0,0.0,0.364851958,1.0,0.0,0.0
1.0,69.0,0.0,1.0,0.156784322,1.0,0.0,1.0
-1.0,44.0,4.0,0.0,1.193382154,1.0,0.0,0.0
-1.0,52.0,0.0,0.0,0.8114958940000001,1.0,0.0,0.0
1.0,69.0,0.0,1.0,0.609598172,1.0,0.0,1.0
1.0,61.0,0.0,0.0,0.156377799,0.0,0.0,1.0
1.0,57.0,1.0,0.0,0.292212654,1.0,0.0,1.0
1.0,47.0,1.0,0.0,0.334586466,1.0,0.0,1.0
1.0,47.0,0.0,0.0,0.44025006,1.0,0.0,0.0
-1.0,52.0,1.0,0.0,0.724127822,1.0,0.0,0.0
1.0,53.0,2.0,0.0,0.234040874,1.0,0.0,1.0
-1.0,38.0,2.0,0.0,0.311935067,1.0,0.0,1.0
1.0,30.0,0.0,0.0,0.442119323,0.0,0.0,0.0
1.0,60.0,3.0,0.0,0.172382762,1.0,0.0,1.0
1.0,46.0,3.0,0.0,0.136916747,1.0,0.0,1.0
1.0,38.0,1.0,1.0,0.129546905,0.0,0.0,0.0
1.0,56.0,0.0,0.0,0.605794736,1.0,0.0,0.0
1.0,70.0,0.0,0.0,0.07493767400000001,1.0,0.0,1.0
1.0,43.0,1.0,0.0,0.312993539,1.0,0.0,1.0
1.0,31.0,0.0,1.0,0.335664336,1.0,0.0,0.0
-1.0,32.0,1.0,1.0,0.181852696,0.0,0.0,0.0
1.0,34.0,0.0,0.0,189.0,0.0,0.0,0.0
1.0,70.0,0.0,0.0,0.383647799,1.0,0.0,0.0
1.0,43.0,2.0,0.0,0.589345172,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.157475394,1.0,0.0,1.0
1.0,59.0,2.0,0.0,0.419516097,1.0,0.0,1.0
1.0,30.0,0.0,0.0,0.052003503,0.0,0.0,1.0
1.0,49.0,0.0,0.0,0.179319372,1.0,0.0,0.0
-1.0,61.0,3.0,1.0,1.448937629,1.0,0.0,0.0
1.0,66.0,0.0,0.0,0.156875403,1.0,0.0,0.0
1.0,33.0,2.0,0.0,522.0,0.0,0.0,0.0
1.0,68.0,0.0,0.0,0.392121349,1.0,0.0,0.0
1.0,42.0,2.0,0.0,0.552804495,1.0,0.0,1.0
1.0,48.0,2.0,1.0,0.533609895,1.0,0.0,1.0
1.0,53.0,3.0,0.0,0.180883091,1.0,0.0,1.0
1.0,44.0,2.0,0.0,0.033010597,1.0,0.0,1.0
1.0,52.0,0.0,0.0,0.50499918,1.0,0.0,1.0
1.0,33.0,1.0,1.0,0.025938935,0.0,0.0,0.0
1.0,55.0,0.0,1.0,1.3688069319999998,1.0,0.0,0.0
1.0,31.0,0.0,0.0,0.612378459,1.0,0.0,1.0
1.0,40.0,1.0,0.0,0.231244484,1.0,0.0,0.0
1.0,42.0,3.0,1.0,0.35306498299999994,1.0,0.0,0.0
1.0,30.0,0.0,1.0,0.025589897,0.0,0.0,1.0
1.0,23.0,0.0,0.0,0.019933555,0.0,0.0,0.0
1.0,62.0,0.0,1.0,0.20977232,0.0,0.0,0.0
1.0,61.0,0.0,0.0,0.325292657,1.0,0.0,1.0
1.0,61.0,1.0,0.0,0.491776846,1.0,0.0,0.0
1.0,45.0,2.0,0.0,991.5,1.0,0.0,0.0
1.0,44.0,2.0,1.0,0.7218960959999999,1.0,0.0,1.0
1.0,50.0,4.0,1.0,0.421428571,1.0,0.0,0.0
1.0,49.0,2.0,0.0,0.041112455,1.0,0.0,1.0
1.0,61.0,1.0,0.0,0.08956328599999999,1.0,0.0,0.0
1.0,60.0,0.0,0.0,0.392076115,1.0,0.0,1.0
1.0,39.0,2.0,0.0,1.239253582,1.0,0.0,0.0
1.0,45.0,1.0,0.0,0.482409064,1.0,0.0,1.0
1.0,79.0,0.0,0.0,0.230814873,1.0,0.0,1.0
1.0,31.0,0.0,0.0,0.356973372,1.0,0.0,0.0
-1.0,56.0,0.0,1.0,0.041154791,0.0,0.0,0.0
1.0,42.0,3.0,0.0,0.257259419,1.0,0.0,1.0
1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,41.0,0.0,1.0,0.17095726100000005,0.0,0.0,0.0
1.0,59.0,0.0,0.0,0.272789667,1.0,0.0,1.0
1.0,30.0,1.0,0.0,0.004539559,0.0,0.0,0.0
1.0,55.0,2.0,0.0,0.781694039,1.0,0.0,1.0
1.0,38.0,1.0,0.0,0.047322817,0.0,0.0,0.0
1.0,36.0,4.0,0.0,0.499120141,1.0,0.0,1.0
1.0,53.0,1.0,1.0,0.254268574,1.0,0.0,1.0
1.0,44.0,0.0,0.0,0.34947066600000004,1.0,0.0,1.0
1.0,64.0,0.0,1.0,1335.0,1.0,0.0,0.0
-1.0,27.0,2.0,1.0,0.617886179,1.0,0.0,0.0
1.0,46.0,1.0,0.0,0.22074526,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.316674239,0.0,0.0,0.0
1.0,71.0,1.0,0.0,0.21532223600000006,1.0,0.0,0.0
1.0,40.0,0.0,0.0,0.564562826,1.0,0.0,1.0
1.0,31.0,0.0,0.0,0.332202979,1.0,0.0,1.0
1.0,55.0,0.0,0.0,0.810899695,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.322836456,1.0,0.0,1.0
1.0,63.0,0.0,1.0,0.416402987,1.0,0.0,1.0
1.0,28.0,0.0,1.0,0.217583064,1.0,0.0,0.0
1.0,50.0,1.0,0.0,0.327150592,1.0,0.0,1.0
1.0,55.0,1.0,0.0,0.769796833,1.0,0.0,1.0
1.0,46.0,0.0,0.0,0.401409971,1.0,0.0,1.0
-1.0,40.0,0.0,1.0,0.404633844,1.0,0.0,0.0
1.0,64.0,0.0,1.0,0.432890737,1.0,0.0,1.0
1.0,36.0,0.0,0.0,0.381946486,1.0,0.0,0.0
1.0,58.0,0.0,0.0,0.43905552,1.0,0.0,0.0
1.0,53.0,2.0,1.0,0.66836987,1.0,0.0,1.0
1.0,70.0,0.0,0.0,0.010117734,0.0,0.0,1.0
1.0,43.0,0.0,0.0,0.546352167,1.0,0.0,1.0
1.0,58.0,0.0,0.0,0.394123875,1.0,0.0,0.0
-1.0,48.0,1.0,1.0,0.271394295,1.0,0.0,0.0
1.0,61.0,2.0,0.0,0.638394704,1.0,0.0,0.0
1.0,67.0,0.0,0.0,0.25235370100000004,1.0,0.0,1.0
1.0,63.0,0.0,0.0,0.332095415,1.0,0.0,1.0
1.0,41.0,0.0,1.0,0.53334763,1.0,0.0,1.0
1.0,31.0,3.0,1.0,0.518217251,1.0,0.0,1.0
-1.0,56.0,0.0,0.0,3.563696919,1.0,0.0,0.0
1.0,47.0,2.0,0.0,0.330494037,1.0,0.0,1.0
1.0,54.0,0.0,0.0,0.031803726000000004,1.0,0.0,0.0
1.0,43.0,3.0,0.0,0.450612498,1.0,0.0,1.0
1.0,88.0,1.0,0.0,0.002504174,1.0,0.0,1.0
1.0,66.0,2.0,0.0,0.439268241,1.0,0.0,0.0
1.0,29.0,0.0,0.0,0.235518557,1.0,0.0,0.0
1.0,27.0,0.0,0.0,2.641196013,1.0,0.0,0.0
1.0,24.0,0.0,0.0,0.022283034,0.0,0.0,0.0
1.0,64.0,0.0,0.0,0.549258038,1.0,0.0,1.0
1.0,56.0,1.0,0.0,0.044548652,0.0,0.0,1.0
1.0,29.0,0.0,0.0,0.362338545,1.0,0.0,0.0
1.0,37.0,0.0,0.0,0.247811036,1.0,0.0,0.0
1.0,54.0,0.0,0.0,0.02997003,1.0,0.0,0.0
1.0,68.0,1.0,0.0,0.157238585,1.0,0.0,1.0
1.0,63.0,1.0,0.0,0.35240659700000004,1.0,0.0,1.0
1.0,71.0,0.0,0.0,0.190101237,1.0,0.0,1.0
1.0,30.0,0.0,0.0,0.458058544,1.0,0.0,1.0
1.0,52.0,0.0,0.0,1.24076413,1.0,0.0,1.0
1.0,46.0,0.0,0.0,0.537525957,1.0,0.0,1.0
1.0,60.0,0.0,0.0,0.001157773,0.0,0.0,1.0
1.0,44.0,0.0,1.0,0.117838638,0.0,0.0,1.0
1.0,40.0,2.0,0.0,0.309215263,1.0,0.0,1.0
1.0,31.0,0.0,0.0,0.423294265,1.0,0.0,1.0
1.0,67.0,0.0,0.0,0.359809544,1.0,0.0,1.0
1.0,57.0,0.0,1.0,0.579927509,1.0,0.0,1.0
1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,41.0,2.0,0.0,1.038384646,1.0,0.0,0.0
1.0,43.0,1.0,0.0,0.300232739,1.0,0.0,1.0
1.0,54.0,0.0,0.0,0.001894537,0.0,0.0,0.0
1.0,69.0,1.0,0.0,0.2606929,1.0,0.0,0.0
1.0,61.0,1.0,1.0,0.430966034,1.0,0.0,1.0
1.0,40.0,0.0,0.0,0.429761706,1.0,0.0,1.0
1.0,67.0,0.0,0.0,0.315493762,1.0,0.0,1.0
1.0,27.0,0.0,1.0,0.235222672,0.0,0.0,0.0
1.0,47.0,0.0,0.0,0.264915943,1.0,0.0,1.0
1.0,68.0,0.0,1.0,0.020686089,1.0,0.0,1.0
1.0,48.0,1.0,0.0,1.103714085,1.0,0.0,0.0
1.0,74.0,0.0,0.0,0.014567266,1.0,0.0,0.0
1.0,59.0,0.0,0.0,1.267495733,1.0,0.0,0.0
1.0,50.0,0.0,0.0,4481.0,1.0,0.0,0.0
1.0,70.0,1.0,0.0,0.261664858,1.0,0.0,1.0
1.0,37.0,5.0,0.0,0.7592489720000001,1.0,0.0,1.0
1.0,63.0,0.0,0.0,0.105451083,0.0,0.0,0.0
1.0,45.0,2.0,0.0,0.561862438,1.0,0.0,1.0
1.0,46.0,0.0,0.0,0.348759719,1.0,0.0,0.0
1.0,50.0,0.0,0.0,0.288829635,1.0,0.0,1.0
1.0,55.0,1.0,1.0,0.14668642199999998,1.0,0.0,1.0
1.0,31.0,0.0,0.0,0.436629775,1.0,0.0,0.0
1.0,56.0,0.0,0.0,0.540807914,1.0,0.0,0.0
1.0,76.0,0.0,0.0,0.096525097,1.0,0.0,1.0
1.0,75.0,1.0,0.0,3.816091954,1.0,0.0,0.0
1.0,38.0,0.0,0.0,0.052215733,1.0,0.0,0.0
1.0,33.0,0.0,0.0,0.34969966,1.0,0.0,1.0
1.0,49.0,1.0,0.0,0.437941608,1.0,0.0,1.0
1.0,66.0,0.0,0.0,0.139103113,1.0,0.0,0.0
-1.0,44.0,1.0,0.0,0.316667424,1.0,0.0,1.0
1.0,77.0,0.0,0.0,0.19502585600000005,1.0,0.0,0.0
1.0,29.0,0.0,0.0,0.060277103,0.0,0.0,1.0
1.0,65.0,0.0,0.0,0.300300802,1.0,0.0,1.0
1.0,25.0,1.0,0.0,0.019986676,0.0,0.0,0.0
1.0,49.0,2.0,0.0,0.125487757,1.0,0.0,1.0
1.0,68.0,0.0,0.0,0.182084777,1.0,0.0,0.0
1.0,39.0,0.0,0.0,0.17562677699999998,1.0,0.0,1.0
1.0,60.0,0.0,0.0,0.20716592,1.0,0.0,1.0
1.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0
1.0,43.0,0.0,0.0,1.014218009,1.0,0.0,0.0
1.0,50.0,1.0,0.0,0.150128535,1.0,0.0,1.0
-1.0,52.0,2.0,1.0,0.45764639,1.0,0.0,1.0
1.0,61.0,0.0,0.0,0.08051839,1.0,0.0,1.0
1.0,62.0,0.0,1.0,0.175516224,1.0,0.0,0.0
1.0,48.0,0.0,0.0,0.424842226,1.0,0.0,0.0
1.0,49.0,3.0,0.0,0.342692585,1.0,0.0,0.0
1.0,76.0,0.0,0.0,0.49580084,1.0,0.0,0.0
1.0,39.0,2.0,0.0,0.208418056,1.0,0.0,0.0
1.0,31.0,0.0,0.0,0.439702475,1.0,0.0,1.0
1.0,57.0,0.0,0.0,0.111098767,0.0,0.0,1.0
1.0,45.0,3.0,0.0,0.30845658800000003,1.0,0.0,1.0
1.0,72.0,1.0,0.0,0.422995781,1.0,0.0,1.0
1.0,36.0,1.0,0.0,0.988839286,1.0,0.0,0.0
1.0,51.0,0.0,0.0,0.245639373,1.0,0.0,1.0
1.0,57.0,1.0,0.0,1.6107445809999998,1.0,0.0,0.0
1.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,41.0,3.0,1.0,0.7722481,1.0,0.0,0.0
-1.0,55.0,2.0,0.0,0.5793893729999999,1.0,0.0,1.0
1.0,73.0,0.0,0.0,0.001472483,0.0,0.0,1.0
-1.0,31.0,2.0,1.0,0.03824044,1.0,0.0,0.0
1.0,67.0,0.0,0.0,0.26143457800000003,1.0,0.0,1.0
1.0,54.0,3.0,0.0,0.8122176390000001,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.376711275,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.133573285,1.0,0.0,1.0
1.0,57.0,1.0,0.0,0.016393443,1.0,0.0,1.0
1.0,41.0,3.0,0.0,0.5024401860000001,1.0,0.0,1.0
1.0,63.0,2.0,0.0,0.469926574,1.0,0.0,1.0
-1.0,49.0,0.0,1.0,0.5842044129999999,1.0,0.0,0.0
1.0,69.0,0.0,0.0,0.036600496,1.0,0.0,0.0
1.0,36.0,0.0,1.0,0.276077452,0.0,0.0,0.0
1.0,63.0,1.0,0.0,0.112967724,1.0,0.0,1.0
1.0,69.0,0.0,0.0,0.253087493,1.0,0.0,1.0
1.0,36.0,0.0,0.0,0.46449457,0.0,0.0,0.0
1.0,36.0,3.0,0.0,0.082657048,1.0,0.0,0.0
1.0,28.0,0.0,1.0,0.704575163,1.0,0.0,0.0
1.0,64.0,0.0,0.0,0.352551574,1.0,0.0,1.0
1.0,30.0,0.0,0.0,0.113254291,1.0,0.0,1.0
1.0,50.0,0.0,0.0,0.391738841,0.0,0.0,0.0
1.0,25.0,0.0,0.0,0.211549139,0.0,0.0,0.0
1.0,71.0,0.0,0.0,0.110903759,1.0,0.0,0.0
1.0,69.0,0.0,0.0,0.16404406,1.0,0.0,1.0
1.0,60.0,1.0,0.0,0.35394101,1.0,0.0,1.0
1.0,48.0,2.0,1.0,0.15654906400000002,1.0,0.0,1.0
1.0,55.0,1.0,1.0,0.14087712,0.0,0.0,0.0
1.0,72.0,0.0,0.0,0.225279272,0.0,0.0,1.0
1.0,26.0,0.0,0.0,0.17675399,1.0,0.0,0.0
-1.0,38.0,2.0,1.0,0.240837696,1.0,0.0,0.0
1.0,36.0,1.0,0.0,0.304969302,1.0,0.0,1.0
1.0,67.0,0.0,0.0,0.28616741,1.0,0.0,1.0
1.0,80.0,0.0,0.0,0.295200662,1.0,0.0,0.0
1.0,34.0,0.0,1.0,0.198555957,1.0,0.0,0.0
1.0,39.0,3.0,0.0,0.35694900700000004,1.0,0.0,1.0
1.0,68.0,0.0,0.0,0.051842598,0.0,0.0,0.0
1.0,40.0,2.0,0.0,0.334797758,1.0,0.0,1.0
1.0,46.0,1.0,0.0,0.27054045600000004,1.0,0.0,0.0
1.0,50.0,2.0,0.0,0.341858946,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.857216098,1.0,0.0,0.0
1.0,63.0,0.0,0.0,0.15752993099999998,1.0,0.0,1.0
1.0,59.0,3.0,0.0,0.183645422,1.0,0.0,1.0
-1.0,48.0,1.0,1.0,1.163225386,1.0,0.0,0.0
1.0,70.0,0.0,0.0,0.162283772,0.0,0.0,1.0
1.0,62.0,0.0,0.0,0.192852193,1.0,0.0,1.0
1.0,48.0,1.0,0.0,0.379231714,1.0,0.0,1.0
1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,45.0,3.0,1.0,0.858684985,1.0,0.0,0.0
-1.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0
-1.0,39.0,1.0,1.0,1.125308744,1.0,0.0,1.0
1.0,51.0,2.0,0.0,0.366640441,1.0,0.0,1.0
1.0,61.0,0.0,0.0,0.469626519,1.0,0.0,1.0
1.0,62.0,0.0,1.0,0.267368055,0.0,0.0,1.0
1.0,60.0,2.0,0.0,0.349410841,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.065812464,1.0,0.0,1.0
1.0,45.0,1.0,0.0,0.092523504,1.0,0.0,1.0
1.0,79.0,1.0,0.0,0.396234252,1.0,0.0,1.0
1.0,64.0,0.0,0.0,0.357471035,1.0,0.0,1.0
1.0,64.0,0.0,0.0,0.062322946,1.0,0.0,1.0
1.0,56.0,0.0,0.0,0.29407440100000004,1.0,0.0,1.0
-1.0,67.0,1.0,1.0,0.279701845,1.0,0.0,1.0
1.0,62.0,1.0,1.0,0.6940789470000001,1.0,0.0,0.0
1.0,64.0,0.0,0.0,0.016029923,1.0,0.0,0.0
1.0,26.0,0.0,0.0,0.110124334,0.0,0.0,0.0
1.0,36.0,3.0,0.0,0.41858113,1.0,0.0,1.0
1.0,65.0,1.0,0.0,0.006393298,0.0,0.0,0.0
1.0,36.0,0.0,0.0,0.288735102,1.0,0.0,0.0
1.0,58.0,2.0,0.0,0.31237721,1.0,0.0,0.0
1.0,68.0,0.0,0.0,0.003719447,1.0,0.0,1.0
1.0,49.0,2.0,1.0,0.974680851,1.0,0.0,0.0
1.0,58.0,0.0,1.0,0.367726455,1.0,0.0,1.0
1.0,73.0,0.0,0.0,0.486504499,1.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.0,1.0,0.0,0.087560514,0.0,0.0,0.0
1.0,33.0,0.0,0.0,0.15599908199999998,1.0,0.0,0.0
1.0,49.0,3.0,0.0,0.069612418,1.0,0.0,1.0
-1.0,32.0,1.0,1.0,0.75948461,1.0,0.0,0.0
1.0,73.0,1.0,1.0,0.680329918,1.0,0.0,0.0
1.0,47.0,0.0,0.0,0.518679409,1.0,0.0,0.0
1.0,66.0,1.0,0.0,0.344889689,1.0,0.0,0.0
1.0,46.0,0.0,1.0,0.459508882,1.0,0.0,0.0
1.0,38.0,2.0,0.0,0.471507621,1.0,0.0,1.0
1.0,32.0,0.0,0.0,0.424242424,1.0,0.0,0.0
1.0,37.0,3.0,1.0,0.6961013,1.0,0.0,0.0
1.0,44.0,3.0,0.0,0.809238152,1.0,0.0,0.0
-1.0,56.0,0.0,1.0,0.7582069659999999,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.243257102,1.0,0.0,1.0
1.0,70.0,1.0,0.0,0.213247624,1.0,0.0,1.0
1.0,47.0,0.0,0.0,0.380592232,1.0,0.0,1.0
1.0,34.0,0.0,0.0,0.181026137,1.0,0.0,0.0
1.0,82.0,0.0,0.0,1.213155704,1.0,0.0,0.0
1.0,35.0,0.0,0.0,0.6352573020000001,1.0,0.0,0.0
1.0,53.0,0.0,0.0,0.323349308,1.0,0.0,1.0
1.0,30.0,0.0,0.0,0.198414067,1.0,0.0,1.0
1.0,80.0,0.0,0.0,0.308563812,1.0,0.0,0.0
1.0,59.0,0.0,0.0,0.441032258,1.0,0.0,0.0
1.0,50.0,3.0,0.0,0.17256034,1.0,0.0,1.0
1.0,72.0,0.0,1.0,0.321454388,1.0,0.0,1.0
1.0,51.0,1.0,1.0,0.397941681,1.0,0.0,1.0
1.0,64.0,0.0,0.0,0.243027888,1.0,0.0,0.0
1.0,69.0,0.0,0.0,0.014985015,1.0,0.0,0.0
1.0,33.0,0.0,1.0,0.147617461,0.0,0.0,0.0
1.0,34.0,0.0,0.0,0.107147683,1.0,0.0,1.0
1.0,68.0,0.0,0.0,0.047390522,1.0,0.0,1.0
1.0,44.0,2.0,0.0,0.610975339,1.0,0.0,0.0
1.0,83.0,1.0,0.0,0.577895029,1.0,0.0,0.0
1.0,59.0,0.0,0.0,0.308758832,1.0,0.0,1.0
-1.0,48.0,0.0,1.0,0.59924812,1.0,0.0,0.0
1.0,67.0,0.0,1.0,0.781564002,1.0,0.0,0.0
1.0,50.0,2.0,1.0,0.16926837399999994,1.0,0.0,1.0
