NotSeriousDlqin2yrs,Age,NumberOfDependents,DebtRatio,MonthlyIncome,CreditLineUtilization,NumberRealEstateLoansOrLines,NumberOfOpenCreditLinesAndLoans,HistoryOfLatePayment,HistoryOfLatePaymentInPast2Years,HistoryOfDelinquency,HistoryOfDelinquencyInPast2Years
1.0,32.0,0.0,0.248847926,2820.0,0.820369974,0.0,7.0,False,False,False,False
1.0,44.0,1.0,0.184951395,7920.0,1.016474588,0.0,3.0,True,True,False,False
1.0,29.0,0.0,0.012516185,2316.0,0.020267798,0.0,6.0,False,False,False,False
1.0,28.0,0.0,2.112359551,800.0,0.0,1.0,3.0,False,False,False,False
1.0,34.0,2.0,0.33552492,4714.0,0.252413446,0.0,5.0,False,False,True,True
1.0,75.0,0.0,0.010058232,3777.0,0.041849291,0.0,5.0,False,False,False,False
1.0,55.0,0.0,0.230802792,4583.0,0.009396483,1.0,18.0,False,False,False,False
1.0,54.0,0.0,0.125,4167.0,0.0,0.0,10.0,False,False,False,False
1.0,62.0,0.0,0.227626598,14000.0,0.035099415,2.0,8.0,False,False,False,False
1.0,53.0,1.0,0.728395062,10772.0,0.999815872,4.0,8.0,False,False,False,False
1.0,61.0,0.0,0.195944016,3500.0,0.0,1.0,6.0,False,False,False,False
1.0,26.0,1.0,0.234087997,2340.0,0.209708208,0.0,4.0,False,False,False,False
1.0,38.0,3.0,0.65679677,5200.0,0.913943406,3.0,14.0,True,True,False,False
1.0,83.0,0.0,0.016807835,7555.0,0.000337066,0.0,10.0,False,False,False,False
1.0,45.0,2.0,0.462022367,8583.0,0.221553415,3.0,17.0,False,False,False,False
1.0,37.0,2.0,0.236234159,17833.0,0.583610137,2.0,8.0,False,False,False,False
-1.0,62.0,3.0,0.83831592,9666.0,0.609456507,2.0,19.0,True,True,True,True
1.0,41.0,4.0,0.343542785,9500.0,0.384838753,2.0,6.0,True,True,False,False
1.0,46.0,1.0,1.166779203,4442.0,0.464424491,5.0,21.0,True,True,False,False
1.0,40.0,0.0,0.841544607,750.0,0.00389961,1.0,4.0,False,False,False,False
-1.0,30.0,3.0,0.28553577,3200.0,0.870376541,0.0,3.0,True,True,True,True
1.0,49.0,1.0,0.453719575,5833.0,0.790043566,0.0,10.0,False,False,False,False
1.0,41.0,1.0,1.397971128,2562.0,0.9999999,2.0,4.0,False,False,False,False
1.0,68.0,0.0,0.099795142,3416.0,0.255487545,0.0,7.0,False,False,False,False
1.0,35.0,2.0,0.203732504,4500.0,0.086656163,0.0,3.0,False,False,False,False
1.0,33.0,2.0,0.230417582,11374.0,0.604510849,1.0,9.0,False,False,False,False
1.0,59.0,0.0,0.417159763,6083.0,0.231714235,2.0,12.0,False,False,False,False
1.0,52.0,0.0,0.348331459,2666.0,0.100685932,0.0,12.0,False,False,False,False
1.0,53.0,4.0,0.3452372,13300.0,0.370827274,2.0,11.0,False,False,False,False
1.0,49.0,2.0,0.710986473,6061.0,0.598921904,2.0,17.0,True,True,False,False
1.0,47.0,3.0,0.912834866,2500.0,0.9999999,1.0,2.0,False,False,False,False
1.0,56.0,0.0,0.134764063,7501.0,0.308396858,0.0,14.0,False,False,False,False
1.0,47.0,0.0,0.361856109,2348.0,0.021245307,1.0,11.0,False,False,False,False
1.0,32.0,3.0,0.839369029,4500.0,0.049993334,1.0,4.0,True,True,False,False
-1.0,42.0,4.0,0.090268886,3123.0,1.019150708,0.0,1.0,True,True,True,True
1.0,59.0,0.0,0.555387605,4630.0,0.121089354,2.0,20.0,False,False,False,False
1.0,40.0,0.0,0.091238839,3583.0,0.49735752,0.0,3.0,False,False,False,False
1.0,41.0,2.0,0.370242215,4334.0,0.819852364,0.0,4.0,True,True,False,False
1.0,33.0,1.0,0.337461652,8800.0,0.110549112,2.0,7.0,False,False,False,False
1.0,60.0,0.0,0.0,5000.0,0.9999999,0.0,0.0,False,False,True,True
1.0,58.0,0.0,0.176520994,3500.0,0.123916747,0.0,5.0,False,False,False,False
1.0,55.0,0.0,0.349693252,7986.0,0.224235284,1.0,10.0,False,False,False,False
1.0,65.0,0.0,0.134480417,4416.0,0.087687415,0.0,9.0,True,True,False,False
1.0,51.0,2.0,0.197372663,12407.0,0.292141572,2.0,5.0,False,False,False,False
1.0,70.0,0.0,0.0,5100.0,0.9999999,0.0,0.0,False,False,False,False
1.0,34.0,2.0,0.778648384,4083.0,0.539429841,2.0,8.0,False,False,False,False
1.0,39.0,3.0,0.284959292,7000.0,0.997500625,1.0,3.0,False,False,False,False
1.0,44.0,3.0,0.223253275,3663.0,0.531367158,1.0,3.0,True,True,False,False
1.0,53.0,0.0,0.494197465,5600.0,0.237505585,1.0,6.0,False,False,False,False
1.0,59.0,1.0,0.386377409,8250.0,0.570561347,1.0,14.0,False,False,False,False
1.0,25.0,0.0,0.181225554,2300.0,0.333666334,0.0,3.0,False,False,False,False
1.0,61.0,0.0,0.081972676,3000.0,0.0,0.0,6.0,False,False,False,False
1.0,69.0,0.0,0.11814565,5780.0,0.049619008,0.0,5.0,False,False,False,False
1.0,39.0,3.0,0.373311428,5477.0,0.031904415,1.0,5.0,False,False,False,False
1.0,30.0,0.0,0.056927158,4900.0,0.115228516,0.0,7.0,False,False,False,False
1.0,53.0,0.0,0.008749563,20000.0,0.192354349,0.0,4.0,False,False,False,False
1.0,62.0,0.0,0.512417864,8978.0,0.26516716,4.0,15.0,False,False,False,False
1.0,36.0,1.0,0.0,2000.0,0.9999999,0.0,0.0,False,False,False,False
-1.0,51.0,2.0,0.344424985,15416.0,0.909838003,2.0,13.0,True,True,True,True
1.0,41.0,1.0,0.03511236,4983.0,0.9999999,0.0,1.0,False,False,True,True
-1.0,41.0,0.0,0.001713796,3500.0,0.9999999,0.0,4.0,True,True,False,False
1.0,23.0,0.0,0.00365408,820.0,0.10989011,0.0,2.0,True,True,False,False
1.0,57.0,1.0,0.719589115,5548.0,0.394254696,1.0,11.0,False,False,False,False
1.0,60.0,1.0,0.338799458,6646.0,0.830933333,2.0,9.0,False,False,False,False
1.0,58.0,0.0,0.359104404,8083.0,0.0,1.0,6.0,True,True,False,False
1.0,76.0,0.0,0.299925019,4000.0,0.21284005,1.0,10.0,False,False,False,False
1.0,80.0,0.0,1.503262643,1225.0,0.9999999,2.0,10.0,False,False,False,False
1.0,27.0,0.0,0.255726781,2400.0,0.0,0.0,3.0,False,False,False,False
1.0,72.0,0.0,0.470764618,2000.0,0.013764446,1.0,5.0,False,False,False,False
1.0,45.0,0.0,0.4439572,5700.0,0.279524497,2.0,9.0,False,False,False,False
1.0,30.0,0.0,0.097780444,5000.0,0.61719535,0.0,10.0,False,False,False,False
1.0,51.0,2.0,0.060882124,9000.0,0.302856496,0.0,6.0,False,False,False,False
-1.0,51.0,4.0,0.349958437,7217.0,0.643734222,2.0,7.0,False,False,False,False
1.0,73.0,0.0,0.284519868,12079.0,0.133021881,2.0,12.0,False,False,False,False
1.0,70.0,0.0,0.208182173,17916.0,959.0,2.0,7.0,False,False,False,False
1.0,46.0,2.0,0.166696964,5500.0,0.044929687,0.0,14.0,False,False,False,False
1.0,58.0,0.0,0.301124385,2845.0,0.025995055,2.0,9.0,False,False,False,False
1.0,39.0,0.0,0.295075828,5340.0,0.067812836,1.0,17.0,False,False,False,False
1.0,31.0,1.0,0.132214956,3516.0,0.027194561,0.0,6.0,False,False,False,False
1.0,58.0,0.0,0.208055636,3450.0,0.003644151,1.0,22.0,False,False,False,False
1.0,42.0,0.0,0.391672548,2833.0,0.141649049,2.0,6.0,False,False,False,False
1.0,62.0,0.0,2176.0,0.0,0.0771958,1.0,28.0,True,True,False,False
1.0,44.0,3.0,0.299890732,20133.0,0.0755169,4.0,10.0,True,True,False,False
1.0,56.0,0.0,0.336665834,4000.0,0.190965755,1.0,11.0,False,False,False,False
1.0,52.0,0.0,0.493617021,2584.0,0.01685078,1.0,12.0,False,False,False,False
1.0,38.0,1.0,0.002499107,2800.0,0.9999999,0.0,1.0,False,False,False,False
1.0,56.0,3.0,0.5843913,10160.0,0.352195598,2.0,17.0,False,False,False,False
1.0,52.0,2.0,0.798919568,1665.0,0.043279898,2.0,4.0,False,False,False,False
1.0,81.0,0.0,338.0,0.0,0.028060914,0.0,10.0,True,True,False,False
1.0,37.0,1.0,0.618408437,2085.0,0.9999999,1.0,3.0,True,True,True,True
-1.0,57.0,3.0,1.689770077,3000.0,0.9999999,2.0,7.0,True,True,True,True
1.0,55.0,3.0,0.172268401,8300.0,0.034029343,1.0,8.0,False,False,False,False
1.0,45.0,2.0,0.354470151,3500.0,0.044225298,1.0,9.0,False,False,False,False
1.0,53.0,0.0,0.480919847,6000.0,0.111771499,2.0,10.0,True,True,False,False
1.0,32.0,1.0,0.062816139,8500.0,0.037354292,0.0,3.0,False,False,False,False
1.0,54.0,0.0,0.23024112,30150.0,0.515977557,2.0,16.0,True,True,False,False
1.0,75.0,0.0,0.000263713,3791.0,0.00130861,0.0,6.0,False,False,False,False
1.0,27.0,2.0,0.184791496,2445.0,1.024282823,0.0,3.0,True,True,False,False
1.0,65.0,0.0,1.886142061,2871.0,0.309747829,3.0,16.0,False,False,False,False
1.0,31.0,3.0,0.745841035,1081.0,0.797847809,0.0,2.0,True,True,False,False
1.0,45.0,0.0,0.379540153,3000.0,0.042775868,1.0,5.0,False,False,False,False
1.0,58.0,0.0,0.389566809,9833.0,0.656802525,1.0,19.0,False,False,False,False
-1.0,41.0,3.0,0.285031155,6900.0,0.944375952,0.0,10.0,True,True,True,True
1.0,52.0,2.0,0.0046811,1708.0,0.00474624,0.0,10.0,False,False,False,False
1.0,50.0,1.0,0.444253859,4080.0,0.011501167,2.0,9.0,False,False,False,False
1.0,58.0,0.0,0.122708681,6600.0,0.031587105,0.0,9.0,False,False,False,False
1.0,68.0,0.0,0.0128052,36000.0,0.025461115,0.0,6.0,False,False,False,False
1.0,53.0,0.0,0.168079509,3420.0,0.338665905,0.0,3.0,False,False,False,False
1.0,23.0,0.0,0.0,764.0,0.0,0.0,2.0,False,False,False,False
1.0,61.0,0.0,0.38283485,7689.0,0.033950764,2.0,7.0,False,False,False,False
1.0,29.0,0.0,0.455151347,3600.0,0.256374363,2.0,6.0,False,False,False,False
1.0,78.0,0.0,0.000499917,6000.0,0.9999999,0.0,4.0,False,False,False,False
1.0,63.0,0.0,0.006397441,2500.0,0.016558337,0.0,3.0,False,False,False,False
1.0,62.0,2.0,0.402355776,7470.0,0.004755344,3.0,10.0,False,False,False,False
1.0,37.0,2.0,0.128012855,5600.0,0.017808739,0.0,9.0,False,False,False,False
1.0,31.0,0.0,0.485240147,6266.0,0.0,3.0,9.0,False,False,False,False
1.0,62.0,1.0,0.382723455,5000.0,0.175493432,3.0,13.0,False,False,False,False
1.0,44.0,2.0,0.208293864,9500.0,0.120309457,1.0,3.0,False,False,False,False
1.0,42.0,2.0,0.006260325,11500.0,0.045125132,1.0,6.0,False,False,False,False
1.0,74.0,0.0,1.294473883,1320.0,0.0,1.0,8.0,False,False,False,False
1.0,37.0,2.0,0.013994402,2500.0,0.458643669,0.0,2.0,False,False,False,False
1.0,83.0,0.0,4896.0,0.0,0.012726887,1.0,11.0,False,False,False,False
1.0,29.0,4.0,0.00119952,2500.0,0.019996079,0.0,2.0,False,False,False,False
1.0,42.0,0.0,0.276994317,4750.0,0.320693775,1.0,9.0,False,False,False,False
1.0,83.0,0.0,0.010543538,5500.0,0.091900386,0.0,2.0,False,False,False,False
1.0,57.0,0.0,0.13260762,4041.0,0.196281041,1.0,10.0,False,False,False,False
1.0,41.0,0.0,0.402190923,3833.0,0.034544724,1.0,14.0,False,False,False,False
1.0,47.0,4.0,0.407687181,4500.0,0.373002221,0.0,13.0,False,False,False,False
1.0,58.0,2.0,0.174802622,47750.0,0.402837754,5.0,14.0,False,False,False,False
1.0,44.0,2.0,0.648671808,3500.0,0.0,2.0,8.0,True,True,False,False
1.0,76.0,0.0,0.378688125,4100.0,0.045118455,1.0,9.0,True,True,False,False
1.0,24.0,1.0,0.016327891,3000.0,0.9999999,0.0,0.0,False,False,True,True
1.0,72.0,0.0,0.006711409,3724.0,0.022837591,0.0,2.0,False,False,False,False
1.0,63.0,0.0,0.453637934,5208.0,0.17821706,1.0,3.0,True,True,False,False
1.0,63.0,0.0,0.23895221,5000.0,0.013252916,1.0,7.0,False,False,False,False
1.0,52.0,2.0,0.226977302,10000.0,0.015461723,1.0,20.0,True,True,False,False
1.0,37.0,0.0,0.0,6750.0,0.0,0.0,3.0,True,True,False,False
1.0,49.0,0.0,0.184545236,8333.0,0.90560472,1.0,4.0,False,False,False,False
1.0,65.0,4.0,0.105126325,15000.0,0.027009613,0.0,12.0,False,False,False,False
1.0,61.0,0.0,1.364581667,6250.0,0.909348003,2.0,22.0,True,True,False,False
1.0,39.0,2.0,0.086537384,8920.0,0.022663345,1.0,11.0,False,False,False,False
1.0,38.0,4.0,0.215124745,10300.0,0.574598719,2.0,5.0,False,False,False,False
1.0,52.0,1.0,0.434240886,6500.0,0.859194619,1.0,13.0,True,True,False,False
1.0,24.0,0.0,0.264771213,2250.0,0.5074985,0.0,3.0,False,False,False,False
-1.0,23.0,0.0,0.214450423,1300.0,0.999578415,0.0,3.0,True,True,False,False
1.0,61.0,3.0,0.167170086,9600.0,0.101596613,2.0,6.0,False,False,False,False
1.0,30.0,0.0,0.072505999,5833.0,0.053245563,0.0,3.0,False,False,False,False
1.0,67.0,0.0,0.788690991,5782.0,0.195242218,3.0,26.0,False,False,False,False
1.0,50.0,0.0,0.075683131,11600.0,0.450716143,0.0,3.0,False,False,False,False
1.0,48.0,0.0,0.503812023,8000.0,0.116267362,1.0,10.0,False,False,False,False
-1.0,34.0,1.0,0.431991581,3800.0,0.944256968,0.0,4.0,True,True,True,True
1.0,29.0,0.0,0.698757764,2253.0,0.05699525,1.0,3.0,False,False,False,False
1.0,78.0,1.0,0.041234371,3758.0,0.107193666,0.0,6.0,False,False,False,False
1.0,32.0,1.0,0.198790979,4300.0,0.254359224,1.0,6.0,False,False,False,False
1.0,72.0,0.0,0.002670623,3369.0,0.055080894,0.0,2.0,False,False,False,False
1.0,33.0,5.0,0.170870257,4400.0,0.084296724,0.0,8.0,True,True,False,False
1.0,46.0,2.0,0.287150966,26250.0,0.287596191,4.0,8.0,False,False,False,False
1.0,27.0,0.0,0.269041992,5500.0,0.00449955,1.0,6.0,False,False,False,False
1.0,70.0,0.0,0.238360102,16000.0,0.141823146,2.0,4.0,True,True,False,False
1.0,48.0,0.0,1.28468324,2493.0,0.9999999,3.0,11.0,False,False,False,False
1.0,65.0,0.0,0.589004229,2600.0,0.703167753,0.0,10.0,False,False,False,False
1.0,62.0,0.0,0.108673777,4968.0,0.017533571,1.0,15.0,False,False,False,False
1.0,71.0,0.0,0.040491902,3333.0,0.104485256,0.0,14.0,False,False,False,False
1.0,66.0,0.0,0.182355924,11833.0,0.011101435,1.0,16.0,False,False,False,False
1.0,44.0,2.0,0.427347311,5484.0,0.758040063,3.0,13.0,False,False,False,False
1.0,33.0,0.0,0.822483841,4331.0,0.173965207,3.0,7.0,False,False,False,False
1.0,75.0,0.0,0.802158273,1667.0,0.25454909,1.0,10.0,False,False,False,False
1.0,47.0,1.0,0.299212598,8000.0,0.100031358,1.0,15.0,False,False,False,False
1.0,32.0,1.0,0.160946351,3000.0,0.9999999,0.0,0.0,False,False,False,False
1.0,76.0,0.0,0.139825218,800.0,0.01470778,0.0,3.0,False,False,False,False
1.0,47.0,3.0,0.354705662,8000.0,0.139906565,3.0,10.0,False,False,False,False
1.0,32.0,1.0,0.300839832,3333.0,0.58807891,0.0,11.0,True,True,False,False
1.0,80.0,0.0,0.006336502,5996.0,0.018183065,0.0,6.0,False,False,False,False
1.0,37.0,0.0,0.121141796,4308.0,0.215520451,0.0,6.0,False,False,False,False
1.0,57.0,0.0,0.503318679,11600.0,0.9999999,2.0,7.0,False,False,False,False
1.0,65.0,0.0,0.038369305,833.0,0.036432119,0.0,4.0,False,False,False,False
1.0,58.0,3.0,0.238195756,9000.0,0.056930751,1.0,10.0,False,False,False,False
-1.0,50.0,6.0,0.530076175,7613.0,0.969336254,2.0,8.0,False,False,True,True
1.0,38.0,2.0,0.3976855,7344.0,0.559201276,1.0,9.0,False,False,False,False
1.0,44.0,0.0,0.182237601,2600.0,0.0,0.0,5.0,True,True,False,False
1.0,56.0,2.0,0.459913224,5300.0,0.028542731,2.0,12.0,False,False,False,False
1.0,63.0,1.0,0.076597691,8746.0,0.0262475,1.0,8.0,False,False,False,False
1.0,48.0,1.0,0.355661882,5642.0,0.953583833,0.0,11.0,False,False,False,False
1.0,33.0,0.0,0.17313781,6000.0,0.509670827,0.0,20.0,True,True,False,False
1.0,53.0,0.0,0.677816225,2600.0,0.0,1.0,10.0,False,False,False,False
1.0,77.0,0.0,0.387603542,3500.0,0.990002,1.0,3.0,True,True,False,False
1.0,63.0,1.0,0.091303909,9900.0,0.038045922,1.0,6.0,False,False,False,False
1.0,75.0,0.0,0.360439927,6000.0,0.024088354,1.0,8.0,False,False,False,False
1.0,51.0,0.0,0.065386133,7600.0,0.598562575,0.0,4.0,False,False,False,False
1.0,64.0,0.0,0.275482094,9800.0,0.350831696,2.0,7.0,False,False,False,False
1.0,30.0,2.0,0.182704324,4000.0,0.134878493,1.0,9.0,False,False,False,False
1.0,47.0,0.0,0.866595518,2810.0,0.830209612,0.0,12.0,True,True,False,False
1.0,50.0,2.0,0.16295926,4000.0,0.123282369,1.0,7.0,False,False,False,False
1.0,37.0,0.0,0.50744279,4500.0,0.062787443,2.0,7.0,False,False,False,False
1.0,39.0,1.0,0.760031996,7500.0,0.281753447,3.0,12.0,False,False,False,False
1.0,61.0,0.0,0.307910004,7066.0,0.07709743,2.0,5.0,False,False,False,False
1.0,62.0,0.0,0.111989334,10500.0,0.545412749,1.0,7.0,False,False,False,False
1.0,27.0,0.0,120.0,1.0,0.737332424,0.0,4.0,False,False,False,False
1.0,38.0,2.0,0.15162258,7333.0,0.082524695,0.0,14.0,False,False,False,False
1.0,27.0,0.0,0.064267352,4667.0,0.750312422,0.0,3.0,False,False,False,False
1.0,69.0,0.0,0.340855419,3810.0,0.317479456,1.0,13.0,False,False,False,False
1.0,65.0,0.0,0.0,2000.0,0.0,0.0,3.0,False,False,False,False
1.0,44.0,3.0,414.0,1.0,0.988273803,0.0,4.0,True,True,False,False
-1.0,26.0,0.0,0.261010538,3700.0,0.0,0.0,6.0,True,True,False,False
1.0,53.0,0.0,0.001448855,3450.0,0.029995715,0.0,2.0,False,False,False,False
-1.0,54.0,0.0,0.480540988,7245.0,0.549115823,1.0,16.0,True,True,False,False
1.0,55.0,2.0,0.301511466,11511.0,0.032313362,2.0,7.0,False,False,False,False
1.0,68.0,0.0,0.687734333,5600.0,0.952325613,2.0,7.0,False,False,False,False
1.0,60.0,0.0,0.206364252,7384.0,0.067389351,1.0,8.0,False,False,False,False
1.0,61.0,2.0,0.143196598,15991.0,0.065785429,2.0,7.0,False,False,False,False
1.0,31.0,1.0,0.667339727,1980.0,0.233296302,1.0,8.0,True,True,False,False
1.0,68.0,0.0,0.168128655,2051.0,0.9999999,0.0,6.0,False,False,False,False
1.0,60.0,0.0,0.149793776,5333.0,0.227048704,0.0,9.0,False,False,False,False
-1.0,26.0,0.0,0.403438625,2500.0,0.973781592,0.0,6.0,True,True,True,True
1.0,64.0,0.0,0.257371314,2000.0,0.337774577,0.0,13.0,False,False,False,False
1.0,53.0,0.0,0.396371947,7000.0,0.105010647,1.0,11.0,False,False,False,False
1.0,38.0,1.0,0.171068671,2460.0,0.9999999,0.0,2.0,False,False,True,True
1.0,69.0,0.0,0.001608826,4350.0,0.001970668,0.0,13.0,False,False,False,False
1.0,68.0,2.0,0.2191976,13334.0,0.173123141,2.0,6.0,False,False,False,False
1.0,83.0,0.0,0.452586207,3943.0,0.014247538,1.0,18.0,False,False,False,False
1.0,52.0,1.0,0.0,5616.0,0.9999999,0.0,1.0,False,False,False,False
1.0,62.0,0.0,0.429883815,3700.0,0.805029764,0.0,19.0,False,False,False,False
-1.0,42.0,2.0,0.44173409,8280.0,0.755269708,0.0,9.0,False,False,False,False
1.0,72.0,0.0,0.000959923,4166.0,0.002281741,0.0,12.0,False,False,False,False
1.0,66.0,0.0,0.08731878,6000.0,0.022327983,1.0,8.0,True,True,False,False
1.0,45.0,1.0,0.160979878,8000.0,0.006317895,2.0,5.0,False,False,False,False
1.0,78.0,0.0,0.135961154,3500.0,0.490754623,0.0,8.0,False,False,False,False
1.0,52.0,0.0,0.0,6166.0,0.9999999,0.0,3.0,False,False,False,False
1.0,64.0,0.0,0.275521541,8100.0,0.120555025,1.0,6.0,False,False,False,False
1.0,46.0,2.0,0.758706882,6000.0,0.0,2.0,9.0,False,False,False,False
-1.0,48.0,0.0,0.264433892,4000.0,1.138635376,0.0,4.0,True,True,False,False
1.0,30.0,1.0,0.298331698,3056.0,0.0,0.0,4.0,False,False,False,False
1.0,48.0,4.0,0.23086664,12634.0,0.253474653,2.0,7.0,False,False,False,False
-1.0,43.0,1.0,0.086774261,4770.0,0.9999999,0.0,1.0,False,False,False,False
1.0,31.0,2.0,0.633130963,2305.0,0.659409594,2.0,10.0,False,False,False,False
1.0,40.0,1.0,0.244028842,4437.0,1.001312418,0.0,5.0,False,False,False,False
1.0,58.0,1.0,0.603211603,3860.0,0.007261854,2.0,10.0,False,False,False,False
1.0,63.0,0.0,0.113235846,8000.0,0.101380897,0.0,10.0,False,False,False,False
1.0,53.0,0.0,0.211055276,1790.0,0.9999999,0.0,1.0,False,False,False,False
1.0,43.0,0.0,0.447277096,7491.0,0.493027588,3.0,7.0,True,True,False,False
1.0,64.0,2.0,0.229047278,5583.0,0.0127182,1.0,11.0,False,False,False,False
1.0,63.0,0.0,0.361515748,10159.0,0.730478914,1.0,19.0,False,False,False,False
1.0,34.0,3.0,0.415438596,7124.0,0.176693588,2.0,14.0,False,False,False,False
1.0,41.0,2.0,0.279562725,7500.0,0.002423472,1.0,9.0,True,True,False,False
1.0,86.0,1.0,0.377885605,6800.0,0.426217586,1.0,5.0,False,False,False,False
1.0,49.0,2.0,0.329207332,4200.0,0.023960617,2.0,6.0,False,False,False,False
1.0,34.0,2.0,797.0,0.0,0.817618238,0.0,2.0,False,False,False,False
1.0,43.0,2.0,0.475228779,3168.0,0.298692877,1.0,6.0,False,False,True,True
1.0,60.0,0.0,0.272069327,10500.0,0.000446799,1.0,8.0,False,False,False,False
1.0,62.0,0.0,0.177582242,10000.0,0.039248365,1.0,8.0,False,False,False,False
1.0,30.0,0.0,0.904743238,2550.0,0.126056354,2.0,13.0,False,False,False,False
1.0,38.0,3.0,0.53779473,2883.0,0.928845192,1.0,3.0,True,True,True,True
1.0,43.0,2.0,0.45668773,7595.0,0.989122121,2.0,9.0,False,False,False,False
1.0,60.0,1.0,0.022496251,6000.0,0.052390431,0.0,13.0,False,False,False,False
1.0,62.0,1.0,0.680780407,14453.0,0.658905792,4.0,12.0,True,True,False,False
1.0,73.0,0.0,3.593683194,14500.0,0.002279909,23.0,26.0,False,False,False,False
1.0,34.0,0.0,0.360655738,5733.0,0.221680283,1.0,6.0,True,True,False,False
-1.0,29.0,0.0,0.370044997,14000.0,0.549382386,1.0,12.0,True,True,True,True
1.0,41.0,0.0,0.468618818,9766.0,0.934508186,2.0,4.0,False,False,False,False
1.0,31.0,0.0,0.111447185,4297.0,0.065594752,0.0,4.0,False,False,False,False
1.0,51.0,2.0,0.046912398,12533.0,0.010207527,0.0,6.0,True,True,False,False
1.0,31.0,2.0,1.18582825,2130.0,0.961377918,1.0,7.0,False,False,False,False
1.0,50.0,2.0,0.2608526,10250.0,0.770558704,1.0,10.0,True,True,False,False
-1.0,64.0,0.0,0.499911894,5674.0,0.9999999,1.0,2.0,True,True,True,True
-1.0,36.0,3.0,0.268774704,6830.0,0.201796331,1.0,3.0,False,False,True,True
1.0,50.0,4.0,0.383259458,9700.0,0.061298209,2.0,9.0,False,False,False,False
-1.0,49.0,2.0,0.454280358,4800.0,0.252603351,2.0,16.0,False,False,False,False
1.0,60.0,1.0,0.195513453,15200.0,0.013350991,1.0,6.0,False,False,False,False
1.0,47.0,1.0,0.44759711,9550.0,0.176389974,2.0,9.0,False,False,False,False
1.0,68.0,0.0,1.628685657,2000.0,0.278491191,2.0,14.0,False,False,False,False
1.0,43.0,4.0,0.904246461,1200.0,0.0,1.0,4.0,False,False,False,False
1.0,51.0,1.0,0.002908562,5500.0,0.017999357,0.0,7.0,False,False,False,False
1.0,47.0,4.0,0.572576693,10202.0,0.493912804,3.0,9.0,False,False,False,False
1.0,28.0,0.0,0.049994118,8500.0,0.26881874,0.0,6.0,False,False,False,False
1.0,54.0,2.0,0.41687775,7500.0,0.045076947,2.0,14.0,True,True,False,False
1.0,72.0,0.0,0.109957309,8666.0,0.100379924,2.0,8.0,False,False,False,False
1.0,57.0,1.0,0.48980129,7598.0,0.120296516,2.0,27.0,False,False,False,False
1.0,58.0,1.0,0.631947338,12000.0,0.002699865,4.0,10.0,False,False,False,False
1.0,52.0,2.0,0.355617456,14000.0,0.101544334,1.0,24.0,False,False,False,False
1.0,43.0,1.0,0.073121965,3500.0,0.045443182,0.0,6.0,False,False,False,False
1.0,27.0,0.0,0.208155118,3506.0,0.343320849,0.0,4.0,False,False,False,False
1.0,34.0,0.0,0.164683484,2100.0,0.9999999,0.0,1.0,False,False,False,False
1.0,71.0,0.0,0.279087914,11533.0,0.106322487,2.0,11.0,False,False,False,False
1.0,44.0,1.0,0.563208176,4500.0,1.05997601,1.0,6.0,False,False,False,False
1.0,74.0,1.0,0.294506612,3931.0,0.08182535,1.0,7.0,False,False,False,False
1.0,47.0,0.0,0.221191152,25000.0,0.55036042,4.0,11.0,False,False,False,False
1.0,25.0,0.0,0.094154395,2240.0,0.0,0.0,3.0,False,False,False,False
1.0,54.0,1.0,0.26442456,6481.0,0.152587565,1.0,4.0,True,True,False,False
-1.0,42.0,1.0,0.705696619,7600.0,0.476509863,2.0,14.0,False,False,False,False
1.0,41.0,0.0,0.852530723,4800.0,0.75101615,2.0,8.0,False,False,False,False
1.0,70.0,0.0,1.03119688,10000.0,1.449378496,4.0,12.0,False,False,False,False
1.0,88.0,0.0,0.342872867,5450.0,0.157085197,2.0,9.0,True,True,False,False
1.0,51.0,3.0,0.314629667,4900.0,0.0,1.0,7.0,False,False,False,False
1.0,40.0,1.0,0.767960939,4300.0,0.51488677,1.0,13.0,False,False,False,False
1.0,50.0,3.0,2.261477046,500.0,0.861077004,1.0,9.0,False,False,False,False
1.0,59.0,4.0,0.20451843,9250.0,0.012053213,1.0,9.0,False,False,False,False
1.0,48.0,2.0,0.652173913,6830.0,0.22487875,1.0,11.0,False,False,False,False
1.0,70.0,0.0,0.227267042,7994.0,0.046597458,2.0,12.0,False,False,False,False
1.0,40.0,1.0,0.262280702,5699.0,0.49825008,0.0,6.0,False,False,False,False
1.0,40.0,2.0,0.519792083,2500.0,0.050113331,2.0,7.0,False,False,False,False
1.0,53.0,2.0,0.269591899,16294.0,0.0,2.0,8.0,False,False,False,False
1.0,50.0,2.0,0.504175824,6824.0,0.831492914,1.0,16.0,True,True,False,False
1.0,72.0,0.0,0.252204586,1700.0,0.002655183,1.0,16.0,False,False,False,False
1.0,40.0,3.0,0.277767679,5500.0,0.55860463,0.0,10.0,False,False,False,False
1.0,36.0,1.0,0.741640072,7206.0,0.04947847,2.0,13.0,False,False,False,False
1.0,48.0,0.0,0.198442875,11045.0,0.316334548,1.0,6.0,False,False,False,False
1.0,79.0,0.0,0.008639309,4166.0,0.031515899,0.0,5.0,False,False,False,False
1.0,41.0,2.0,0.412559749,6066.0,0.357848292,1.0,7.0,False,False,False,False
1.0,71.0,1.0,1.00184604,5416.0,0.911701416,3.0,13.0,False,False,False,False
